ID,src_label,src_id,dst_label,dst_id,label,timestamp,event_type
196,sa,757d437a,location,859,INSTALLED_AT,0,add
197,concentrator,2dc17a5d,trunk,26b8dd58,DEPENDS_ON,0,add
198,concentrator,2dc17a5d,trunk,f0d10be5,DEPENDS_ON,0,add
199,concentrator,2dc17a5d,port,0b68dec4,HAS_PORT,0,add
200,cpe,42490443,port,0b68dec4,DEPENDS_ON,0,add
201,cpe,42490443,trunk,26b8dd58,DEPENDS_ON,0,add
202,cpe,42490443,trunk,f0d10be5,DEPENDS_ON,0,add
203,sa,e1455a57,cpe,42490443,DEPENDS_ON,0,add
204,sa,e1455a57,location,451,INSTALLED_AT,0,add
205,concentrator,2dc17a5d,port,abdc3b69,HAS_PORT,0,add
206,cpe,63dab3e0,port,abdc3b69,DEPENDS_ON,0,add
207,cpe,63dab3e0,trunk,26b8dd58,DEPENDS_ON,0,add
208,cpe,63dab3e0,trunk,f0d10be5,DEPENDS_ON,0,add
209,sa,fc8a4a27,cpe,63dab3e0,DEPENDS_ON,0,add
210,sa,fc8a4a27,location,919,INSTALLED_AT,0,add
211,concentrator,2dc17a5d,port,096031e2,HAS_PORT,0,add
212,cpe,2f079014,port,096031e2,DEPENDS_ON,0,add
213,cpe,2f079014,trunk,26b8dd58,DEPENDS_ON,0,add
214,cpe,2f079014,trunk,f0d10be5,DEPENDS_ON,0,add
215,sa,cbac5237,cpe,2f079014,DEPENDS_ON,0,add
216,sa,cbac5237,location,1206,INSTALLED_AT,0,add
217,concentrator,2dc17a5d,port,c90a05c4,HAS_PORT,0,add
218,cpe,4cc7ae25,port,c90a05c4,DEPENDS_ON,0,add
219,cpe,4cc7ae25,trunk,26b8dd58,DEPENDS_ON,0,add
220,cpe,4cc7ae25,trunk,f0d10be5,DEPENDS_ON,0,add
221,sa,09102920,cpe,4cc7ae25,DEPENDS_ON,0,add
222,sa,09102920,location,569,INSTALLED_AT,0,add
223,concentrator,2dc17a5d,port,e5cef8c9,HAS_PORT,0,add
224,cpe,d23b1a16,port,e5cef8c9,DEPENDS_ON,0,add
225,cpe,d23b1a16,trunk,26b8dd58,DEPENDS_ON,0,add
226,cpe,d23b1a16,trunk,f0d10be5,DEPENDS_ON,0,add
227,sa,f7f0b57a,cpe,d23b1a16,DEPENDS_ON,0,add
228,sa,f7f0b57a,location,1657,INSTALLED_AT,0,add
229,concentrator,2dc17a5d,port,5a3ac5e0,HAS_PORT,0,add
230,cpe,6bfdd171,port,5a3ac5e0,DEPENDS_ON,0,add
231,cpe,6bfdd171,trunk,26b8dd58,DEPENDS_ON,0,add
232,cpe,6bfdd171,trunk,f0d10be5,DEPENDS_ON,0,add
233,sa,de754bf9,cpe,6bfdd171,DEPENDS_ON,0,add
234,sa,de754bf9,location,1780,INSTALLED_AT,0,add
235,concentrator,2dc17a5d,port,a84a752c,HAS_PORT,0,add
236,cpe,eddc1a63,port,a84a752c,DEPENDS_ON,0,add
237,cpe,eddc1a63,trunk,26b8dd58,DEPENDS_ON,0,add
238,cpe,eddc1a63,trunk,f0d10be5,DEPENDS_ON,0,add
239,sa,7856bd72,cpe,eddc1a63,DEPENDS_ON,0,add
240,sa,7856bd72,location,13,INSTALLED_AT,0,add
241,concentrator,2dc17a5d,port,db3f1a01,HAS_PORT,0,add
242,cpe,38a0b7a9,port,db3f1a01,DEPENDS_ON,0,add
243,cpe,38a0b7a9,trunk,26b8dd58,DEPENDS_ON,0,add
244,cpe,38a0b7a9,trunk,f0d10be5,DEPENDS_ON,0,add
245,sa,f161df99,cpe,38a0b7a9,DEPENDS_ON,0,add
246,sa,f161df99,location,1554,INSTALLED_AT,0,add
247,concentrator,2dc17a5d,port,9611eaae,HAS_PORT,0,add
248,cpe,012c4f4c,port,9611eaae,DEPENDS_ON,0,add
249,cpe,012c4f4c,trunk,26b8dd58,DEPENDS_ON,0,add
250,cpe,012c4f4c,trunk,f0d10be5,DEPENDS_ON,0,add
251,sa,cfa42d92,cpe,012c4f4c,DEPENDS_ON,0,add
252,sa,cfa42d92,location,1650,INSTALLED_AT,0,add
253,concentrator,2dc17a5d,port,5dc62d59,HAS_PORT,0,add
254,cpe,769c6ab7,port,5dc62d59,DEPENDS_ON,0,add
255,cpe,769c6ab7,trunk,26b8dd58,DEPENDS_ON,0,add
256,cpe,769c6ab7,trunk,f0d10be5,DEPENDS_ON,0,add
257,sa,6e9ed74d,cpe,769c6ab7,DEPENDS_ON,0,add
258,sa,6e9ed74d,location,326,INSTALLED_AT,0,add
259,concentrator,2dc17a5d,port,3c12290f,HAS_PORT,0,add
260,cpe,713e239b,port,3c12290f,DEPENDS_ON,0,add
261,cpe,713e239b,trunk,26b8dd58,DEPENDS_ON,0,add
262,cpe,713e239b,trunk,f0d10be5,DEPENDS_ON,0,add
263,sa,e355f6f7,cpe,713e239b,DEPENDS_ON,0,add
264,sa,e355f6f7,location,1429,INSTALLED_AT,0,add
265,concentrator,2dc17a5d,port,93394045,HAS_PORT,0,add
266,cpe,a2b3ce92,port,93394045,DEPENDS_ON,0,add
267,cpe,a2b3ce92,trunk,26b8dd58,DEPENDS_ON,0,add
268,cpe,a2b3ce92,trunk,f0d10be5,DEPENDS_ON,0,add
269,sa,fb0849c4,cpe,a2b3ce92,DEPENDS_ON,0,add
270,sa,fb0849c4,location,865,INSTALLED_AT,0,add
271,concentrator,2dc17a5d,port,836d98cb,HAS_PORT,0,add
272,cpe,d7906363,port,836d98cb,DEPENDS_ON,0,add
273,cpe,d7906363,trunk,26b8dd58,DEPENDS_ON,0,add
274,cpe,d7906363,trunk,f0d10be5,DEPENDS_ON,0,add
275,sa,da9db429,cpe,d7906363,DEPENDS_ON,0,add
276,sa,da9db429,location,696,INSTALLED_AT,0,add
277,concentrator,2dc17a5d,port,d8c83e1e,HAS_PORT,0,add
278,cpe,56c34dfc,port,d8c83e1e,DEPENDS_ON,0,add
279,cpe,56c34dfc,trunk,26b8dd58,DEPENDS_ON,0,add
280,cpe,56c34dfc,trunk,f0d10be5,DEPENDS_ON,0,add
281,sa,7ac54380,cpe,56c34dfc,DEPENDS_ON,0,add
282,sa,7ac54380,location,569,INSTALLED_AT,0,add
283,concentrator,2dc17a5d,port,f3f4e766,HAS_PORT,0,add
284,cpe,a95e4933,port,f3f4e766,DEPENDS_ON,0,add
285,cpe,a95e4933,trunk,26b8dd58,DEPENDS_ON,0,add
286,cpe,a95e4933,trunk,f0d10be5,DEPENDS_ON,0,add
287,sa,948bec82,cpe,a95e4933,DEPENDS_ON,0,add
288,sa,948bec82,location,318,INSTALLED_AT,0,add
289,concentrator,2dc17a5d,port,4b904db5,HAS_PORT,0,add
290,cpe,b63efe07,port,4b904db5,DEPENDS_ON,0,add
291,cpe,b63efe07,trunk,26b8dd58,DEPENDS_ON,0,add
292,cpe,b63efe07,trunk,f0d10be5,DEPENDS_ON,0,add
293,sa,3f79ca59,cpe,b63efe07,DEPENDS_ON,0,add
294,sa,3f79ca59,location,440,INSTALLED_AT,0,add
295,concentrator,2dc17a5d,port,b80f04f6,HAS_PORT,0,add
296,cpe,74f737c2,port,b80f04f6,DEPENDS_ON,0,add
297,cpe,74f737c2,trunk,26b8dd58,DEPENDS_ON,0,add
298,cpe,74f737c2,trunk,f0d10be5,DEPENDS_ON,0,add
299,sa,b094901d,cpe,74f737c2,DEPENDS_ON,0,add
300,sa,b094901d,location,1960,INSTALLED_AT,0,add
301,concentrator,2dc17a5d,port,eae22eeb,HAS_PORT,0,add
302,cpe,0794b95b,port,eae22eeb,DEPENDS_ON,0,add
303,cpe,0794b95b,trunk,26b8dd58,DEPENDS_ON,0,add
304,cpe,0794b95b,trunk,f0d10be5,DEPENDS_ON,0,add
305,sa,035ee251,cpe,0794b95b,DEPENDS_ON,0,add
306,sa,035ee251,location,1563,INSTALLED_AT,0,add
307,concentrator,2dc17a5d,port,09934208,HAS_PORT,0,add
308,cpe,0943f587,port,09934208,DEPENDS_ON,0,add
309,cpe,0943f587,trunk,26b8dd58,DEPENDS_ON,0,add
310,cpe,0943f587,trunk,f0d10be5,DEPENDS_ON,0,add
311,sa,92910b9e,cpe,0943f587,DEPENDS_ON,0,add
312,sa,92910b9e,location,689,INSTALLED_AT,0,add
313,concentrator,2dc17a5d,port,b909c097,HAS_PORT,0,add
314,cpe,e6436d56,port,b909c097,DEPENDS_ON,0,add
315,cpe,e6436d56,trunk,26b8dd58,DEPENDS_ON,0,add
316,cpe,e6436d56,trunk,f0d10be5,DEPENDS_ON,0,add
317,sa,7709558a,cpe,e6436d56,DEPENDS_ON,0,add
318,sa,7709558a,location,209,INSTALLED_AT,0,add
319,concentrator,2dc17a5d,port,a085f572,HAS_PORT,0,add
320,cpe,e9620ff7,port,a085f572,DEPENDS_ON,0,add
321,cpe,e9620ff7,trunk,26b8dd58,DEPENDS_ON,0,add
322,cpe,e9620ff7,trunk,f0d10be5,DEPENDS_ON,0,add
323,sa,2b650102,cpe,e9620ff7,DEPENDS_ON,0,add
324,sa,2b650102,location,189,INSTALLED_AT,0,add
325,concentrator,2dc17a5d,port,faf4628b,HAS_PORT,0,add
326,cpe,b71e2041,port,faf4628b,DEPENDS_ON,0,add
327,cpe,b71e2041,trunk,26b8dd58,DEPENDS_ON,0,add
328,cpe,b71e2041,trunk,f0d10be5,DEPENDS_ON,0,add
329,sa,3e55e7f2,cpe,b71e2041,DEPENDS_ON,0,add
330,sa,3e55e7f2,location,778,INSTALLED_AT,0,add
331,concentrator,2dc17a5d,port,4d17ea82,HAS_PORT,0,add
332,cpe,7ec4b87e,port,4d17ea82,DEPENDS_ON,0,add
333,cpe,7ec4b87e,trunk,26b8dd58,DEPENDS_ON,0,add
334,cpe,7ec4b87e,trunk,f0d10be5,DEPENDS_ON,0,add
335,sa,46aa261a,cpe,7ec4b87e,DEPENDS_ON,0,add
336,sa,46aa261a,location,198,INSTALLED_AT,0,add
337,concentrator,2dc17a5d,port,d1c506bf,HAS_PORT,0,add
338,cpe,cf90b7aa,port,d1c506bf,DEPENDS_ON,0,add
339,cpe,cf90b7aa,trunk,26b8dd58,DEPENDS_ON,0,add
340,cpe,cf90b7aa,trunk,f0d10be5,DEPENDS_ON,0,add
341,sa,f84d0cde,cpe,cf90b7aa,DEPENDS_ON,0,add
342,sa,f84d0cde,location,735,INSTALLED_AT,0,add
343,concentrator,2dc17a5d,port,5dd0da07,HAS_PORT,0,add
344,cpe,c14893ba,port,5dd0da07,DEPENDS_ON,0,add
345,cpe,c14893ba,trunk,26b8dd58,DEPENDS_ON,0,add
346,cpe,c14893ba,trunk,f0d10be5,DEPENDS_ON,0,add
347,sa,2990ad1f,cpe,c14893ba,DEPENDS_ON,0,add
348,sa,2990ad1f,location,1735,INSTALLED_AT,0,add
349,concentrator,2dc17a5d,port,203cecba,HAS_PORT,0,add
350,cpe,e8c78d20,port,203cecba,DEPENDS_ON,0,add
351,cpe,e8c78d20,trunk,26b8dd58,DEPENDS_ON,0,add
352,cpe,e8c78d20,trunk,f0d10be5,DEPENDS_ON,0,add
353,sa,a5948662,cpe,e8c78d20,DEPENDS_ON,0,add
354,sa,a5948662,location,704,INSTALLED_AT,0,add
355,concentrator,2dc17a5d,port,d28de4de,HAS_PORT,0,add
356,cpe,34f7672f,port,d28de4de,DEPENDS_ON,0,add
357,cpe,34f7672f,trunk,26b8dd58,DEPENDS_ON,0,add
358,cpe,34f7672f,trunk,f0d10be5,DEPENDS_ON,0,add
359,sa,648af87f,cpe,34f7672f,DEPENDS_ON,0,add
360,sa,648af87f,location,1236,INSTALLED_AT,0,add
361,concentrator,2dc17a5d,port,0704f292,HAS_PORT,0,add
362,cpe,0c181b71,port,0704f292,DEPENDS_ON,0,add
363,cpe,0c181b71,trunk,26b8dd58,DEPENDS_ON,0,add
364,cpe,0c181b71,trunk,f0d10be5,DEPENDS_ON,0,add
365,sa,853ef2f2,cpe,0c181b71,DEPENDS_ON,0,add
366,sa,853ef2f2,location,541,INSTALLED_AT,0,add
367,concentrator,2dc17a5d,port,57bd275c,HAS_PORT,0,add
368,cpe,dc010169,port,57bd275c,DEPENDS_ON,0,add
369,cpe,dc010169,trunk,26b8dd58,DEPENDS_ON,0,add
370,cpe,dc010169,trunk,f0d10be5,DEPENDS_ON,0,add
371,sa,9be7e85f,cpe,dc010169,DEPENDS_ON,0,add
372,sa,9be7e85f,location,1652,INSTALLED_AT,0,add
373,concentrator,2dc17a5d,port,573ecc5f,HAS_PORT,0,add
374,cpe,a5b6c64f,port,573ecc5f,DEPENDS_ON,0,add
375,cpe,a5b6c64f,trunk,26b8dd58,DEPENDS_ON,0,add
376,cpe,a5b6c64f,trunk,f0d10be5,DEPENDS_ON,0,add
377,sa,ab3826db,cpe,a5b6c64f,DEPENDS_ON,0,add
378,sa,ab3826db,location,88,INSTALLED_AT,0,add
379,concentrator,2dc17a5d,port,03cced9b,HAS_PORT,0,add
380,cpe,53dabbad,port,03cced9b,DEPENDS_ON,0,add
381,cpe,53dabbad,trunk,26b8dd58,DEPENDS_ON,0,add
382,cpe,53dabbad,trunk,f0d10be5,DEPENDS_ON,0,add
383,sa,75f7be23,cpe,53dabbad,DEPENDS_ON,0,add
384,sa,75f7be23,location,1494,INSTALLED_AT,0,add
385,concentrator,2dc17a5d,port,1fd78df5,HAS_PORT,0,add
386,cpe,6954b296,port,1fd78df5,DEPENDS_ON,0,add
387,cpe,6954b296,trunk,26b8dd58,DEPENDS_ON,0,add
388,cpe,6954b296,trunk,f0d10be5,DEPENDS_ON,0,add
389,sa,d44457c1,cpe,6954b296,DEPENDS_ON,0,add
390,sa,d44457c1,location,940,INSTALLED_AT,0,add
391,concentrator,e9c40764,trunk,26b8dd58,DEPENDS_ON,0,add
392,concentrator,e9c40764,trunk,f0d10be5,DEPENDS_ON,0,add
393,concentrator,e9c40764,port,fb6cd1a8,HAS_PORT,0,add
394,cpe,7788e9c9,port,fb6cd1a8,DEPENDS_ON,0,add
395,cpe,7788e9c9,trunk,26b8dd58,DEPENDS_ON,0,add
396,cpe,7788e9c9,trunk,f0d10be5,DEPENDS_ON,0,add
397,sa,ce0d98f4,cpe,7788e9c9,DEPENDS_ON,0,add
398,sa,ce0d98f4,location,1098,INSTALLED_AT,0,add
